Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Stephania,2021-05-08 23:37:08,00:52:40,,O Inocente: Minissérie: Episódio 3 (Episódio 3),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:52:59,00:52:59,BR (Brazil)
Stephania,2021-05-08 22:52:48,00:31:17,Autoplayed: user action: User_Interaction; ,O Inocente: Minissérie: Episódio 2 (Episódio 2),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:44:42,00:44:42,BR (Brazil)
Stephania,2021-05-08 22:52:23,00:00:05,Autoplayed: user action: None; ,The Bold Type: Season 1_hook_primary_16x9,HOOK,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:05,00:00:05,BR (Brazil)
Stephania,2021-05-08 22:38:49,00:13:16,,O Inocente: Minissérie: Episódio 2 (Episódio 2),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:13:35,Not latest view,BR (Brazil)
Stephania,2021-05-08 21:48:11,00:46:01,,O Inocente: Minissérie: Episódio 1 (Episódio 1),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:46:01,00:46:01,BR (Brazil)
Stephania,2021-05-08 01:13:20,00:02:00,,Trailer: O Inocente,TRAILER,LG LG 2017 MStar M2R Standard DTV Smart TV,00:02:00,00:02:00,BR (Brazil)
Stephania,2021-05-08 00:31:16,00:31:27,Autoplayed: user action: User_Interaction; ,Os Segredos de Manscheid: Temporada 1: Aconteceu em um lindo dia de verão (Episódio 12),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:31:33,00:31:33,BR (Brazil)
Stephania,2021-05-08 00:06:21,00:24:51,,Os Segredos de Manscheid: Temporada 1: Meu peito está apertado (Episódio 11),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:25:21,00:25:21,BR (Brazil)
Stephania,2021-05-07 23:40:36,00:25:41,Autoplayed: user action: User_Interaction; ,Os Segredos de Manscheid: Temporada 1: Eu não conhecia a dor (Episódio 10),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:26:06,00:26:06,BR (Brazil)
Stephania,2021-05-07 23:12:15,00:28:17,Autoplayed: user action: User_Interaction; ,Os Segredos de Manscheid: Temporada 1: Meu coração confiante (Episódio 9),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:28:41,00:28:41,BR (Brazil)
Stephania,2021-05-07 22:44:15,00:27:56,,Os Segredos de Manscheid: Temporada 1: Sonhos maravilhosos (Episódio 8),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:28:22,00:28:22,BR (Brazil)
Stephania,2021-05-07 22:06:03,00:30:42,Autoplayed: user action: User_Interaction; ,Os Segredos de Manscheid: Temporada 1: Eu conheço a tristeza e a falta de sorte (Episódio 7),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:31:09,00:31:09,BR (Brazil)
Stephania,2021-05-07 21:39:59,00:25:58,,Os Segredos de Manscheid: Temporada 1: Tão longe de mim (Episódio 6),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:26:29,00:26:29,BR (Brazil)
Stephania,2021-05-07 21:38:19,00:00:53,Autoplayed: user action: User_Interaction; ,Os Segredos de Manscheid: Temporada 1: Eu conheço a tristeza e a falta de sorte (Episódio 7),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:53,Not latest view,BR (Brazil)
Stephania,2021-05-07 21:35:25,00:01:55,,Trailer: Os Filhos de Sam: Loucura e Conspiração,TRAILER,LG LG 2017 MStar M2R Standard DTV Smart TV,00:01:55,00:01:55,BR (Brazil)
Stephania,2021-05-07 21:33:16,00:00:09,Autoplayed: user action: None; ,Girl from Nowhere Season 2_Clip_3,HOOK,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:09,00:00:09,BR (Brazil)
Stephania,2021-05-05 01:19:36,00:00:07,Autoplayed: user action: None; ,Was It Love?: Temporada 1: Episódio 14 (Episódio 14),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:57,Not latest view,BR (Brazil)
Stephania,2021-05-05 00:16:27,01:03:07,,Was It Love?: Temporada 1: Episódio 13 (Episódio 13),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:03:57,01:03:57,BR (Brazil)
Stephania,2021-05-04 23:10:42,01:05:36,Autoplayed: user action: User_Interaction; ,Was It Love?: Temporada 1: Episódio 12 (Episódio 12),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:06:15,01:06:15,BR (Brazil)
Stephania,2021-05-03 01:02:55,00:00:05,Autoplayed: user action: None; ,Was It Love?: Temporada 1: Episódio 12 (Episódio 12),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:55,Not latest view,BR (Brazil)
Stephania,2021-05-02 23:51:26,01:06:07,,Was It Love?: Temporada 1: Episódio 11 (Episódio 11),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:06:57,01:06:57,BR (Brazil)
Stephania,2021-05-02 22:45:34,01:04:57,Autoplayed: user action: User_Interaction; ,Was It Love?: Temporada 1: Episódio 10 (Episódio 10),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:05:49,01:05:49,BR (Brazil)
Stephania,2021-05-02 16:16:11,00:00:03,,Was It Love?: Temporada 1: Episódio 10 (Episódio 10),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:53,Not latest view,BR (Brazil)
Stephania,2021-05-02 14:58:42,01:04:38,Autoplayed: user action: User_Interaction; ,Was It Love?: Temporada 1: Episódio 9 (Episódio 9),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:05:15,01:05:15,BR (Brazil)
Stephania,2021-05-02 14:57:18,00:01:06,Autoplayed: user action: None; ,Trailer: O Inocente,TRAILER,LG LG 2017 MStar M2R Standard DTV Smart TV,00:01:06,Not latest view,BR (Brazil)
Stephania,2021-05-01 19:18:18,00:00:06,Autoplayed: user action: None; ,Was It Love?: Temporada 1: Episódio 9 (Episódio 9),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:56,Not latest view,BR (Brazil)
Stephania,2021-05-01 18:13:21,01:04:10,Autoplayed: user action: User_Interaction; ,Was It Love?: Temporada 1: Episódio 8 (Episódio 8),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:05:08,01:05:08,BR (Brazil)
Stephania,2021-05-01 18:12:09,00:00:50,Autoplayed: user action: None; ,Temporada 1 (Clipe): Pet Stars,HOOK,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:51,00:00:51,BR (Brazil)
Stephania,2021-04-29 01:53:46,00:00:09,,Was It Love?: Temporada 1: Episódio 8 (Episódio 8),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:59,Not latest view,BR (Brazil)
Stephania,2021-04-29 00:50:16,01:03:26,,Was It Love?: Temporada 1: Episódio 7 (Episódio 7),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:04:16,01:04:16,BR (Brazil)
Stephania,2021-04-29 00:05:34,00:44:36,Autoplayed: user action: User_Interaction; ,Was It Love?: Temporada 1: Episódio 6 (Episódio 6),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:04:20,01:04:20,BR (Brazil)
Stephania,2021-04-28 15:08:36,00:18:56,,Was It Love?: Temporada 1: Episódio 6 (Episódio 6),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:19:46,Not latest view,BR (Brazil)
Stephania,2021-04-28 01:43:53,00:00:06,,Was It Love?: Temporada 1: Episódio 6 (Episódio 6),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:56,Not latest view,BR (Brazil)
Stephania,2021-04-28 00:40:36,01:03:12,Autoplayed: user action: User_Interaction; ,Was It Love?: Temporada 1: Episódio 5 (Episódio 5),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:04:14,01:04:14,BR (Brazil)
Stephania,2021-04-28 00:40:11,00:00:15,Autoplayed: user action: None; ,Temporada 1 (Trailer): Fatma,TRAILER,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:15,00:00:15,BR (Brazil)
Stephania,2021-04-27 01:39:40,00:00:12,Autoplayed: user action: None; ,Was It Love?: Temporada 1: Episódio 5 (Episódio 5),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:01:02,Not latest view,BR (Brazil)
Stephania,2021-04-27 00:31:31,01:08:04,,Was It Love?: Temporada 1: Episódio 4 (Episódio 4),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:09:02,01:09:02,BR (Brazil)
Stephania,2021-04-26 01:24:56,00:00:07,,Was It Love?: Temporada 1: Episódio 4 (Episódio 4),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:58,Not latest view,BR (Brazil)
Stephania,2021-04-26 00:15:20,01:05:26,Autoplayed: user action: User_Interaction; ,Was It Love?: Temporada 1: Episódio 3 (Episódio 3),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:06:16,01:06:16,BR (Brazil)
Stephania,2021-04-25 23:01:51,01:10:00,,Was It Love?: Temporada 1: Episódio 2 (Episódio 2),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:10:50,01:10:50,BR (Brazil)
Stephania,2021-04-25 21:53:03,01:08:22,Autoplayed: user action: User_Interaction; ,Was It Love?: Temporada 1: Episódio 1 (Episódio 1),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:08:22,01:08:22,BR (Brazil)
Stephania,2021-04-25 21:18:36,00:01:12,Autoplayed: user action: User_Interaction; ,O Jogo do Detetive: Temporada 1: Morte anunciada (Episódio 1),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:01:12,00:01:12,BR (Brazil)
Stephania,2021-04-25 21:00:46,00:00:08,Autoplayed: user action: None; ,Season 1 Direct Lift Hook: Shadow and Bone,HOOK,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:08,00:00:08,BR (Brazil)
Stephania,2021-04-25 00:54:48,01:07:13,,Stranger: Temporada 2: Episódio 16 (Episódio 16),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:07:56,01:07:56,BR (Brazil)
Stephania,2021-04-24 23:48:18,01:06:19,Autoplayed: user action: User_Interaction; ,Stranger: Temporada 2: Episódio 15 (Episódio 15),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:06:53,01:06:53,BR (Brazil)
Stephania,2021-04-24 02:19:50,00:00:08,Autoplayed: user action: None; ,Stranger: Temporada 2: Episódio 15 (Episódio 15),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:51,Not latest view,BR (Brazil)
Stephania,2021-04-24 01:17:40,01:01:49,,Stranger: Temporada 2: Episódio 14 (Episódio 14),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:02:32,01:02:32,BR (Brazil)
Stephania,2021-04-24 00:17:26,00:58:55,,Stranger: Temporada 2: Episódio 13 (Episódio 13),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:59:38,00:59:38,BR (Brazil)
Stephania,2021-04-23 23:17:37,00:59:43,Autoplayed: user action: User_Interaction; ,Stranger: Temporada 2: Episódio 12 (Episódio 12),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:00:26,01:00:26,BR (Brazil)
Stephania,2021-04-22 01:22:06,00:00:06,,Stranger: Temporada 2: Episódio 12 (Episódio 12),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:49,Not latest view,BR (Brazil)
Stephania,2021-04-22 00:22:49,00:59:12,Autoplayed: user action: User_Interaction; ,Stranger: Temporada 2: Episódio 11 (Episódio 11),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:00:01,01:00:01,BR (Brazil)
Stephania,2021-04-21 02:19:02,00:00:07,,Stranger: Temporada 2: Episódio 11 (Episódio 11),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:51,Not latest view,BR (Brazil)
Stephania,2021-04-21 01:19:35,00:59:24,,Stranger: Temporada 2: Episódio 10 (Episódio 10),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:00:07,01:00:07,BR (Brazil)
Stephania,2021-04-21 00:14:27,00:58:46,Autoplayed: user action: User_Interaction; ,Stranger: Temporada 2: Episódio 9 (Episódio 9),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:59:35,00:59:35,BR (Brazil)
Stephania,2021-04-21 00:13:19,00:01:02,Autoplayed: user action: None; ,Temporada 1 (Trailer): A Love So Beautiful,TRAILER,LG LG 2017 MStar M2R Standard DTV Smart TV,00:01:02,00:01:02,BR (Brazil)
Stephania,2021-04-20 00:44:30,00:00:07,Autoplayed: user action: None; ,Stranger: Temporada 2: Episódio 9 (Episódio 9),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:50,Not latest view,BR (Brazil)
Stephania,2021-04-19 23:39:46,01:04:38,Autoplayed: user action: User_Interaction; ,Stranger: Temporada 2: Episódio 8 (Episódio 8),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:05:22,01:05:22,BR (Brazil)
Stephania,2021-04-19 01:39:40,00:00:04,,Stranger: Temporada 2: Episódio 8 (Episódio 8),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:47,Not latest view,BR (Brazil)
Stephania,2021-04-19 00:39:28,00:59:21,,Stranger: Temporada 2: Episódio 7 (Episódio 7),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:00:04,01:00:04,BR (Brazil)
Stephania,2021-04-18 23:23:04,01:05:16,,Stranger: Temporada 2: Episódio 6 (Episódio 6),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:05:59,01:05:59,BR (Brazil)
Stephania,2021-04-18 23:09:50,00:11:11,Autoplayed: user action: User_Interaction; ,Stranger: Temporada 2: Episódio 5 (Episódio 5),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:01:50,01:01:50,BR (Brazil)
Stephania,2021-04-18 23:03:00,00:01:13,Autoplayed: user action: None; ,Vincenzo: Season 1_hook_02_16x9,HOOK,LG LG 2017 MStar M2R Standard DTV Smart TV,00:01:13,00:01:13,BR (Brazil)
Stephania,2021-04-18 00:30:43,00:49:56,,Stranger: Temporada 2: Episódio 5 (Episódio 5),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:50:39,Not latest view,BR (Brazil)
Stephania,2021-04-17 23:12:59,01:04:32,Autoplayed: user action: Unspecified; ,Stranger: Temporada 2: Episódio 4 (Episódio 4),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:04:40,01:04:40,BR (Brazil)
Stephania,2021-04-17 16:47:02,00:00:04,,Stranger: Temporada 2: Episódio 4 (Episódio 4),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:47,Not latest view,BR (Brazil)
Stephania,2021-04-17 15:46:03,00:58:33,Autoplayed: user action: User_Interaction; ,Stranger: Temporada 2: Episódio 3 (Episódio 3),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:59:16,00:59:16,BR (Brazil)
Stephania,2021-04-17 02:01:38,00:00:05,,Stranger: Temporada 2: Episódio 3 (Episódio 3),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:48,Not latest view,BR (Brazil)
Stephania,2021-04-17 00:58:13,01:03:21,,Stranger: Temporada 2: Episódio 2 (Episódio 2),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:03:56,01:03:56,BR (Brazil)
Stephania,2021-04-16 23:19:45,00:57:53,,Stranger: Temporada 2: Episódio 1 (Episódio 1),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:58:05,00:58:05,BR (Brazil)
Stephania,2021-04-16 21:51:37,01:23:51,Autoplayed: user action: User_Interaction; ,Stranger: Temporada 1: Final: episódio 16 (Episódio 16),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:24:53,01:24:53,BR (Brazil)
Stephania,2021-04-16 21:50:53,00:00:23,Autoplayed: user action: None; ,Dead Places: Season 1_hook_02_16x9,HOOK,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:23,00:00:23,BR (Brazil)
Stephania,2021-04-16 03:11:11,00:00:06,Autoplayed: user action: None; ,Stranger: Temporada 1: Final: episódio 16 (Episódio 16),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:01:03,Not latest view,BR (Brazil)
Stephania,2021-04-16 01:55:59,01:15:08,,Stranger: Temporada 1: Episódio 15 (Episódio 15),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:16:05,01:16:05,BR (Brazil)
Stephania,2021-04-16 00:50:58,01:04:59,,Stranger: Temporada 1: Episódio 14 (Episódio 14),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:05:55,01:05:55,BR (Brazil)
Stephania,2021-04-15 23:45:26,01:05:27,Autoplayed: user action: User_Interaction; ,Stranger: Temporada 1: Episódio 13 (Episódio 13),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:06:29,01:06:29,BR (Brazil)
Stephania,2021-04-15 02:50:21,00:00:08,,Stranger: Temporada 1: Episódio 13 (Episódio 13),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:01:04,Not latest view,BR (Brazil)
Stephania,2021-04-15 01:45:18,01:05:01,,Stranger: Temporada 1: Episódio 12 (Episódio 12),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:05:53,01:05:53,BR (Brazil)
Stephania,2021-04-15 00:38:31,01:06:45,,Stranger: Temporada 1: Episódio 11 (Episódio 11),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:07:37,01:07:37,BR (Brazil)
Stephania,2021-04-14 23:32:31,01:05:52,Autoplayed: user action: User_Interaction; ,Stranger: Temporada 1: Episódio 10 (Episódio 10),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:06:40,01:06:40,BR (Brazil)
Stephania,2021-04-14 02:53:03,00:00:06,Autoplayed: user action: None; ,Stranger: Temporada 1: Episódio 10 (Episódio 10),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:58,Not latest view,BR (Brazil)
Stephania,2021-04-14 01:47:48,01:04:26,,Stranger: Temporada 1: Episódio 9 (Episódio 9),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:05:18,01:05:18,BR (Brazil)
Stephania,2021-04-14 00:18:43,01:06:04,,Stranger: Temporada 1: Episódio 8 (Episódio 8),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:06:56,01:06:56,BR (Brazil)
Stephania,2021-04-13 23:08:39,01:09:59,Autoplayed: user action: User_Interaction; ,Stranger: Temporada 1: Episódio 7 (Episódio 7),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:10:52,01:10:52,BR (Brazil)
Stephania,2021-04-13 22:00:46,01:02:51,Autoplayed: user action: User_Interaction; ,Stranger: Temporada 1: Episódio 6 (Episódio 6),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:03:25,01:03:25,BR (Brazil)
Stephania,2021-04-13 02:30:32,00:00:02,,Stranger: Temporada 1: Episódio 6 (Episódio 6),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:55,Not latest view,BR (Brazil)
Stephania,2021-04-13 01:14:32,01:01:46,Autoplayed: user action: User_Interaction; ,Stranger: Temporada 1: Episódio 5 (Episódio 5),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:02:40,01:02:40,BR (Brazil)
Stephania,2021-04-13 00:03:31,01:07:09,Autoplayed: user action: User_Interaction; ,Stranger: Temporada 1: Episódio 4 (Episódio 4),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:08:01,01:08:01,BR (Brazil)
Stephania,2021-04-12 22:44:12,01:14:44,Autoplayed: user action: User_Interaction; ,Stranger: Temporada 1: Episódio 3 (Episódio 3),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:15:33,01:15:33,BR (Brazil)
Stephania,2021-04-11 23:23:28,00:00:12,Autoplayed: user action: None; ,Stranger: Temporada 1: Episódio 3 (Episódio 3),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:01:04,Not latest view,BR (Brazil)
Stephania,2021-04-11 22:16:32,01:06:49,Autoplayed: user action: Unspecified; ,Stranger: Temporada 1: Episódio 2 (Episódio 2),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:08:43,01:08:43,BR (Brazil)
Stephania,2021-04-11 02:43:37,00:00:54,Autoplayed: user action: None; ,Stranger: Temporada 1: Episódio 2 (Episódio 2),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:02:53,Not latest view,BR (Brazil)
Stephania,2021-04-11 01:27:13,01:15:52,,Stranger: Temporada 1: Episódio 1 (Episódio 1),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:16:23,01:16:23,BR (Brazil)
Stephania,2021-04-11 00:34:49,00:46:07,Autoplayed: user action: Unspecified; ,O Maior Roubo de Arte de Todos os Tempos: Minissérie: Recompensa de US$ 10 milhões (Episódio 4),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:47:26,00:47:26,BR (Brazil)
Stephania,2021-04-10 23:58:16,00:36:17,Autoplayed: user action: Unspecified; ,O Maior Roubo de Arte de Todos os Tempos: Minissérie: Nós vimos (Episódio 3),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:54:39,00:54:39,BR (Brazil)
Stephania,2021-04-10 23:57:16,00:00:45,Autoplayed: user action: None; ,Temporada 1 (Trailer 2): Na Direção do Amor,TRAILER,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:45,00:00:45,BR (Brazil)
Stephania,2021-04-10 01:25:17,00:17:05,Autoplayed: user action: Unspecified; ,O Maior Roubo de Arte de Todos os Tempos: Minissérie: Nós vimos (Episódio 3),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:18:22,Not latest view,BR (Brazil)
Stephania,2021-04-10 00:38:32,00:46:42,Autoplayed: user action: Unspecified; ,O Maior Roubo de Arte de Todos os Tempos: Minissérie: Muitos interessados (Episódio 2),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:47:46,00:47:46,BR (Brazil)
Stephania,2021-04-09 23:47:55,00:50:32,Autoplayed: user action: Unspecified; ,O Maior Roubo de Arte de Todos os Tempos: Minissérie: Eles pareciam policiais (Episódio 1),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:50:32,00:50:32,BR (Brazil)
Stephania,2021-04-09 23:45:42,00:00:03,Autoplayed: user action: Unspecified; ,Hacker,,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:03,00:00:03,BR (Brazil)
Stephania,2021-04-09 23:44:48,00:00:13,Autoplayed: user action: None; ,Trailer: Noite no Paraíso,TRAILER,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:13,00:00:13,BR (Brazil)
Stephania,2021-04-09 22:52:51,00:51:53,,"Holo, Meu Amor: Minissérie: Episódio 12 (Episódio 12)",,LG LG 2017 MStar M2R Standard DTV Smart TV,00:52:34,00:52:34,BR (Brazil)
Stephania,2021-04-09 21:58:20,00:50:49,Autoplayed: user action: Unspecified; ,"Holo, Meu Amor: Minissérie: Episódio 11 (Episódio 11)",,LG LG 2017 MStar M2R Standard DTV Smart TV,00:51:21,00:51:21,BR (Brazil)
Stephania,2021-04-08 01:53:09,00:00:02,Autoplayed: user action: None; ,"Holo, Meu Amor: Minissérie: Episódio 11 (Episódio 11)",,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:42,Not latest view,BR (Brazil)
Stephania,2021-04-08 01:02:23,00:50:43,,"Holo, Meu Amor: Minissérie: Episódio 10 (Episódio 10)",,LG LG 2017 MStar M2R Standard DTV Smart TV,00:51:24,00:51:24,BR (Brazil)
Stephania,2021-04-08 00:12:51,00:49:29,,"Holo, Meu Amor: Minissérie: Episódio 9 (Episódio 9)",,LG LG 2017 MStar M2R Standard DTV Smart TV,00:50:10,00:50:10,BR (Brazil)
Stephania,2021-04-07 23:25:08,00:47:37,Autoplayed: user action: Unspecified; ,"Holo, Meu Amor: Minissérie: Episódio 8 (Episódio 8)",,LG LG 2017 MStar M2R Standard DTV Smart TV,00:48:19,00:48:19,BR (Brazil)
Stephania,2021-04-07 23:24:41,00:00:12,Autoplayed: user action: None; ,Temporada 1 (Teaser): Dinheiro Fácil: A Série,TEASER_TRAILER,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:12,00:00:12,BR (Brazil)
Stephania,2021-04-07 02:46:42,00:00:02,,"Holo, Meu Amor: Minissérie: Episódio 8 (Episódio 8)",,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:43,Not latest view,BR (Brazil)
Stephania,2021-04-07 01:55:59,00:49:02,,"Holo, Meu Amor: Minissérie: Episódio 7 (Episódio 7)",,LG LG 2017 MStar M2R Standard DTV Smart TV,00:49:43,00:49:43,BR (Brazil)
Stephania,2021-04-07 01:02:16,00:53:39,Autoplayed: user action: None; ,"Holo, Meu Amor: Minissérie: Episódio 6 (Episódio 6)",,LG LG 2017 MStar M2R Standard DTV Smart TV,00:54:20,00:54:20,BR (Brazil)
Stephania,2021-04-07 00:08:11,00:51:55,Autoplayed: user action: Unspecified; ,"Holo, Meu Amor: Minissérie: Episódio 5 (Episódio 5)",,LG LG 2017 MStar M2R Standard DTV Smart TV,00:52:35,00:52:35,BR (Brazil)
Stephania,2021-04-06 23:16:27,00:51:42,Autoplayed: user action: None; ,"Holo, Meu Amor: Minissérie: Episódio 4 (Episódio 4)",,LG LG 2017 MStar M2R Standard DTV Smart TV,00:52:22,00:52:22,BR (Brazil)
Stephania,2021-04-06 22:18:12,00:53:38,,"Holo, Meu Amor: Minissérie: Episódio 3 (Episódio 3)",,LG LG 2017 MStar M2R Standard DTV Smart TV,00:54:10,00:54:10,BR (Brazil)
Stephania,2021-04-06 01:57:08,00:00:03,Autoplayed: user action: None; ,"Holo, Meu Amor: Minissérie: Episódio 3 (Episódio 3)",,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:44,Not latest view,BR (Brazil)
Stephania,2021-04-06 01:08:57,00:48:08,Autoplayed: user action: None; ,"Holo, Meu Amor: Minissérie: Episódio 2 (Episódio 2)",,LG LG 2017 MStar M2R Standard DTV Smart TV,00:48:49,00:48:49,BR (Brazil)
Stephania,2021-04-05 23:44:58,00:56:12,,"Holo, Meu Amor: Minissérie: Episódio 1 (Episódio 1)",,LG LG 2017 MStar M2R Standard DTV Smart TV,00:56:12,00:56:12,BR (Brazil)
Stephania,2021-04-05 23:42:01,00:00:03,,Histórias para Vestir: Minissérie: Novos começos (Episódio 3),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:07,00:00:07,BR (Brazil)
Stephania,2021-04-05 23:13:27,00:28:30,Autoplayed: user action: Unspecified; ,Histórias para Vestir: Minissérie: Achados e perdidos (Episódio 2),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:28:53,00:28:53,BR (Brazil)
Stephania,2021-04-05 22:44:58,00:28:23,Autoplayed: user action: Unspecified; ,Histórias para Vestir: Minissérie: Comunidade (Episódio 1),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:28:23,00:28:23,BR (Brazil)
Stephania,2021-04-05 22:20:26,00:19:58,Autoplayed: user action: Unspecified; ,DIA DO SIM,,LG LG 2017 MStar M2R Standard DTV Smart TV,01:19:56,01:19:56,BR (Brazil)
Stephania,2021-04-05 22:20:00,00:00:04,Autoplayed: user action: None; ,Trailer: Fuja,TRAILER,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:04,00:00:04,BR (Brazil)
Stephania,2021-04-05 16:43:22,01:00:02,Autoplayed: user action: Unspecified; ,DIA DO SIM,,LG LG 2017 MStar M2R Standard DTV Smart TV,01:00:02,Not latest view,BR (Brazil)
Stephania,2021-04-05 02:08:39,00:01:35,,Tidelands: Temporada 1 (Trailer),TRAILER,LG LG 2017 MStar M2R Standard DTV Smart TV,00:01:35,00:01:35,BR (Brazil)
Stephania,2021-04-05 02:07:32,00:00:55,,Tidelands: Temporada 1 (Teaser),TEASER_TRAILER,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:55,00:00:55,BR (Brazil)
Stephania,2021-04-05 00:56:37,01:07:37,,Love Alarm: Temporada 2: Episódio 6 (Episódio 6),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:07:42,01:07:42,BR (Brazil)
